COUNTY,ZIPCODE,POPULATION,SERVICE_CONNECTIONS,VIOLATION_TYPE_NAME,ANALYTE_NAME,VALUE,UNIT,MCL,ENF_ACTION_TYPE_ISSUED,year_violation,daystaken
TULARE,93618,31,12,"MCL, SINGLE SAMPLE",NITRATE,42,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2018,91
TULARE,93265,99,30,"MCL, SINGLE SAMPLE",NITRATE,45.6,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,89
TULARE,93257,37,17,"MCL, SINGLE SAMPLE",NITRATE,120,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,90
TULARE,93257,37,17,"MCL, SINGLE SAMPLE",NITRATE,130,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION WITH PENALTY ISSUED,2013,91
TULARE,93257,37,17,"MCL, SINGLE SAMPLE",NITRATE,23.8,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,91
TULARE,93257,37,17,"MCL, SINGLE SAMPLE",NITRATE,22,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93247,500,52,"MCL, SINGLE SAMPLE",NITRATE,59,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2012,91
TULARE,93247,500,52,"MCL, SINGLE SAMPLE",NITRATE,57,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,90
TULARE,93256,2716,825,"MCL,  AVERAGE",ARSENIC,20.8,UG/L,0.010 MG/L,STATE INTENTIONAL NO ACTION TAKEN,2012,91
TULARE,93256,2716,825,"MCL,  AVERAGE",ARSENIC,19,UG/L,0.010 MG/L,STATE INTENTIONAL NO ACTION TAKEN,2013,90
TULARE,93256,2716,825,"MCL,  AVERAGE",ARSENIC,18,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,89
TULARE,93256,2716,825,"MCL,  AVERAGE",ARSENIC,22,UG/L,0.010 MG/L,STATE INTENTIONAL NO ACTION TAKEN,2014,91
TULARE,93256,2716,825,"MCL,  AVERAGE",ARSENIC,19,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
TULARE,93256,2716,825,"MCL,  AVERAGE",ARSENIC,16,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
TULARE,93257,2200,582,"MCL, SINGLE SAMPLE",NITRATE,79,MG/L,45 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2014,30
TULARE,93201,1026,392,"MCL,  AVERAGE",ARSENIC,27.2,UG/L,0.010 MG/L,STATE INTENTIONAL NO ACTION TAKEN,2012,90
TULARE,93201,1026,392,"MCL,  AVERAGE",ARSENIC,25,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2013,90
TULARE,93201,1026,392,"MCL,  AVERAGE",ARSENIC,31,UG/L,0.010 MG/L,STATE INTENTIONAL NO ACTION TAKEN,2014,89
TULARE,93201,1026,392,"MCL,  AVERAGE",ARSENIC,33,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2015,89
TULARE,93201,1026,392,"MCL,  AVERAGE",ARSENIC,14,UG/L,0.010 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2017,91
YOLO,95616,314,95,"MCL,  AVERAGE",NITRATE,11.67,MG/L,10 MG/L,FORMAL ENFORCEMENT ACTION ISSUED,2016,90
